entry_id	def_index	variants	mandarin_variants
86333	0	途中	路上
86324	0	淘	搅/拌/搅和
86330	0	途	道路/途径/路途
86334	0	陶	陶器/陶瓷
86340	1	塗	涂掉/划掉
86360	1	肚	肚子/腹部/肠胃
86362	0	肚腩	肚子/腹部
86345	0	圖	图表/图画
86363	0	肚餓	饿了/肚子饿
86344	0	塗污	涂鸦/乱写乱画
86364	0	肚痾/肚屙	拉肚子/腹泻
86366	0	肚瀉	拉肚子/腹泻
86388	0	通去	通向/通往
86412	0	捅	刺/戳
86377	0	通頂	熬夜/通宵
86413	1	統	统治/管理/治理
86368	0	禿鷹	秃鹫
86401	0	通勝	通书/黄历/老黄历
86449	0	同日	当天
86468	0	同屋住/同屋主	室友/合租人
86470	0	同住	同居
86471	1	童	处/处女/童贞
86473	0	童軍	童子军
86458	0	同埋	和/跟/与/以及
86488	0	瞳	瞳孔/瞳仁
86495	0	團友	同团游客
86492	0	團	球/块
86499	0	團年飯	年夜饭/团圆饭
86502	0	臀	臀部/屁股
86505	0	斷尾	彻底结束/根治/断根
86507	0	斷線	断网/掉线/断连
86532	0	屋契	房契
86533	1	屋企	家/家庭/家人
86528	0	屋	房子/住宅/房屋
86512	0	甩骹/甩鉸	脱臼/脱位
86535	0	屋簷	屋檐
86534	0	屋企人	家人/家里人/家庭成员
86536	0	屋租	房租
86537	0	屋主	房主/房东
86538	1	壅	堆/堆积/堆砌
86539	0	擁/㧬/𢫨	推/挤
86540	0	㧬開	推开/拨开
86541	0	甕	缸
86550	0	蛙式	蛙泳
86544	0	哇	呜呜
86548	0	蛙鞋	脚蹼/潜水鞋
86559	2	華	精华/精髓/核心/要点
86568	0	話唔定/話唔埋	说不定/难说/说不准
86572	1	話事	做主/掌权/主管/负责
86571	0	話實	说定/说好/确定
86565	0	話口未完	话音刚落/说曹操曹操到/话音刚落就...
86575	0	話頭醒尾	一点就通/举一反三/聪明伶俐/反应敏捷
86577	0	話之/話知	不管/不理/不在乎/无所谓
86578	0	話之佢/話知佢	管他/随他去/爱咋咋地
86581	0	或	或者
86586	0	劃	划分/分割
86604	0	灣	海湾
86617	0	環	圈
86612	1	頑	顽皮/淘气/调皮
86626	0	還有	此外/另外/再者
86608	0	玩嘢	搞鬼/捣乱/耍花招/玩花样
86630	0	挽	拉/拽/挽回
86635	0	輓	哀悼/悼念
86638	0	幻	虚幻/幻象/幻影
86633	0	挽手	牵手/拉手
86639	0	幻彩	绚丽多彩/五彩斑斓
86645	0	宦	仆/仆人/官员/官吏
86648	0	患病	生病/得病
86654	0	橫掂	反正/横竖/无论如何
86667	0	滑	光滑
86655	0	橫街	小巷/胡同/弄堂
86662	0	橫水渡/橫水艔	缆渡船
86665	0	挖角	挖人
86672	0	滑潺潺	滑溜溜/油腻腻
86674	0	滑鼠	鼠标
86686	0	委	委派/委托/任命
86683	0	威水	威风/神气/出色
86705	0	慰	安慰/抚慰
86696	0	毀	毁坏/摧毁/破坏
86694	0	萎	萎缩/枯萎
86718	0	為例	作为例子
86710	0	穢	肮脏/污秽/下流
86723	0	為重	视为重要/放在首位
86715	0	為起嚟	总的来说/总体来说/总而言之/归根结底
86739	0	圍內	圈内/内部/自己人
86725	0	唯	仅/只
86724	0	為主	主要是/主要
86731	0	圍毆	群殴
86747	0	維	维持/保持/维护
86741	1	違	违抗/违背/违反
86779	0	為乜	为什么/为何
86773	0	諱	忌讳/避讳
86780	0	為食	贪吃/馋嘴
86770	0	偉	伟大/非凡/卓越
86781	0	為咗	为了
86789	0	慧	智慧/聪慧
86787	1	惠	恩惠/惠赐/惠赠
86794	1	衞星	卫星
86792	0	衞冕	卫冕
86793	0	衞生巾	卫生巾/卫生棉
86791	0	衞	卫/保卫/保护/守卫
86810	1	揾	找/联系
86811	0	揾笨	骗/忽悠/耍弄
86813	0	揾老襯	骗人/忽悠/诈骗
86821	0	韞/困	困住/围住/被困
86819	0	穩陣	稳固/牢固/稳当
86837	1	魂	精神/灵魂/宗旨
86826	0	雲	云彩
86835	0	暈船浪	晕船
86834	0	暈浪	晕车/晕船
86822	0	韞住/困住	锁住/关住
86847	1	韻/韵	韵律
86869	0	混種	杂交
86866	0	混進	混入/潜入/渗透
86885	0	宏	宽阔/宽敞/宽广/宏大
86854	0	混	混合/掺和/混杂
86881	0	運滯	倒霉/背运/不走运
86859	0	混入	掺入
86889	2	屈	强迫/逼迫/强加
86893	0	屈質	狭窄/局促/逼仄
86901	0	榮	光荣/荣耀
86906	0	永不	绝不/从不
86905	0	永	永远/永久/永恒
86895	0	鬱	郁闷/抑郁/忧郁
86912	0	泳	游泳
86914	0	泳褲	游泳裤
86919	0	窩	巢穴/家
86925	0	禾	禾苗/庄稼/谷物
86926	0	禾稈草	稻草
86944	0	獲	获得/得到/取得
86948	0	獲利	盈利/赚钱
86941	0	禍	灾祸/灾难
86953	0	獲獎	得奖
86951	0	獲贈	获得/被授予
86955	0	鑊鏟	锅铲
86954	0	鑊氣	锅气/火候
86956	0	汪/𠴝	汪汪
86964	0	王妃	妃子
86958	0	枉	冤枉/徒然
86973	0	皇帝女	掌上明珠/宝贝女儿
86969	0	皇	皇帝/帝王/君主
86987	0	黃黚黚/黃gum gum/黃禽禽/黃黅黅	黄黄的/发黄的
86985	0	黃蜂	马蜂
86980	0	惶	害怕/恐惧/紧张/焦虑
86988	0	黃綠醫生/黃六醫生	江湖郎中/庸医/赤脚医生
86992	0	蝗	蝗虫
86989	0	黃面婆	黄脸婆
86991	0	黃種人	东亚人
87016	0	烏	黑/乌黑
87002	0	旺場	热闹/人气旺/生意兴隆
87005	0	污	弄脏/污染/玷污
87023	0	烏蠅	苍蝇
87024	1	嗚	呜咽/啜泣
87026	0	糊仔	米糊/粥糊
87034	0	胡	胡乱/盲目
87044	0	湖畔	湖边
87054	0	鬍	胡子/胡须
87056	0	鬍鬚勒特	胡子拉碴
87057	0	互	互相/相互
87066	0	芋	芋头
87064	0	户外	室外
87067	0	芋角	芋头角
87077	0	護衞	护卫/保镖
87082	0	煨	烤/烘
87101	0	回南/回南天/大回南	返潮/梅雨
87104	0	回水	退款/退钱
87134	0	腕	手腕/腕部
87112	0	匯錢	汇款
87118	0	會錯意	误解
87129	0	燴	炖
87130	0	薈	聚集/集合/汇集
87136	0	碗仔翅	仿鱼翅羹
87138	0	碗碟	餐具
87147	1	換	更换
87149	0	換句話説	换言之
87144	0	喚	叫/呼唤
87172	1	咱	咱们
87152	0	換衫	换衣服
87174	0	渣	渣滓/残渣
87177	2	揸	拥有/持有/占有
87176	0	渣都冇	一点不剩/渣都不剩
87180	0	揸拿	把握
87181	2	揸手	握手
87178	0	揸車	开车/驾驶
87179	0	揸弗/揸fit	掌权/掌控/做主/说了算
87182	1	揸主意	拿主意/做决定/作主
87186	0	乍	突然/忽然/骤然
87183	0	渣/鮓/謯/苴	差/烂/糟糕
87184	0	渣斗/鮓豆/鮓斗	差劲/没用/废物/垃圾
87187	0	乍看之下	乍一看/初看之下
87185	0	鮓嘢/渣嘢	劣质品/次品/垃圾货
87190	1	炸	爆破
87201	0	詐嬌	撒娇
87192	0	炸開	爆破
87206	0	拃	一把/一捆/一束
87200	0	詐假意/詐家衣	假装/假意/装模作样
87203	0	詐傻扮懵	装傻充愣/装疯卖傻
87208	0	齋菜	素菜
87207	0	暫亂歌柄/劖亂歌柄/儳亂歌柄/岔亂歌柄/拃亂歌柄/鏨亂歌柄	插嘴/打断/打岔
87199	0	詐諦/詐帝	假装/伪装/佯装
87211	0	債	债务
87218	0	債仔	债务人/欠债人
87214	0	債項	债务/欠款
87221	1	窄	狭小
87220	0	寨	山寨/寨子/营寨
87209	0	齋啡	黑咖啡/清咖
87230	1	摘	选取/摘录
87231	0	摘取	采摘
87239	0	擇使/擇洗	棘手/难搞/麻烦
87235	0	擇	选择/挑选/选定
87240	1	澤	恩泽/恩惠/恩德
87241	0	擲	扔/抛/投
87245	1	斬	切/剁
87248	1	斬件	分解/拆分/分步处理
87250	0	斬頭	斩首/砍头
87249	0	斬料	买烧味/买烧腊
87265	0	贊	支持/赞助
87258	1	暫	暂时/暂且/临时
87269	2	灒	冲凉/冷却/降温
87260	0	暫定	临时决定
87264	0	盞鬼/棧鬼	有趣/好玩/可爱
87270	1	讚	称赞/赞扬/夸奖
87289	1	習	熟悉/习惯
87286	0	爭在	取决于/关键在于
87287	0	踭/㬹	脚跟/肘部
87283	0	賺	挣
87284	0	賺取	赚得/获得
87288	0	䂻	塞满/填满
87294	0	集齊	收集齐全
87302	2	閘	开关/阀门
87322	1	襲	继承/承袭
87318	0	雜聲	杂音/噪音
87304	0	雜	多样/多种/混杂
87326	0	扎醒	惊醒
87324	0	紮辮	编辫子/扎辫子
87327	0	紮職	升职/晋升
87337	0	爪	爪子
87329	0	札	记账/簿记
87339	0	找	寻找/寻求
87328	1	扎扎跳/紮紮跳	暴跳如雷/火冒三丈/怒气冲天
87333	0	嘲	嘲笑/讥讽/嘲讽
87343	0	找換	兑换/换汇
87342	0	找晦氣/找悔氣	找茬/找麻烦/撒气/出气
87344	0	找續	找零/找钱
87345	1	抓	抓住/抓紧/握住
87353	2	擠	驱逐/排斥/赶走
87349	0	驟	突然/骤然/陡然
87348	0	棹忌/驟忌	忌讳/禁忌
87352	0	驟眼	瞥一眼/扫一眼/匆匆一看
87355	0	擠迫/擠逼	拥挤/挤满
87363	0	仔女	子女/儿女
87362	0	仔乸	母子
87365	0	囝	仔/孩子/小孩
87358	0	擠提	挤兑
87364	0	仔細老婆嫩	上有老下有小/拖家带口/家累重重
87371	0	制水	限水/停水
87373	0	祭	祭祀/祭奠
87361	0	仔大仔世界	儿大不由娘/儿大不由爷/孩子大了有自己的世界
87377	0	祭祖	祭祀祖先
87378	0	掣	按钮/开关
87386	0	濟	帮助/援助/救助
87380	0	製	制造/制作
87400	0	鯽魚/鰂魚	罗非鱼
87382	0	製法	制作方法/制作方式
87398	0	側側膊	偷偷推卸责任/悄悄甩锅/暗中推脱
87411	0	斟	商量/商讨/商议/谈判
87426	0	浸禮	洗礼
87430	0	珍	珍宝/珍贵/宝贵
87419	0	枕住	一直/持续/不停地/不断地
87417	0	枕頭袋	枕套/枕头套
87478	0	鎮痛	止痛
87442	1	真係	真的/确实/实在
87467	0	賑	赈济/救济/救助
87461	0	振	振奋/振作/振兴
87482	1	陣間	一会儿/待会儿/过一会儿
87434	0	珍饈百味	珍馐美味/山珍海味
87509	0	爭住	争着/抢着
87532	0	贈	赠送/赠予
87538	0	汁	汁液/汤汁
87516	0	睜	瞪
87530	0	憎	讨厌/憎恨/厌恶
87526	0	增闢	增设/开辟/新增
87521	0	增	增加/增添
87534	0	贈券	赠票
87540	0	執包袱	卷铺盖/打包走人/辞职
87547	1	執二攤	接盘/接手
87554	0	執拾	整理/收拾
87556	1	執死雞/執死雞仔	捡漏/补射
87549	0	執藥	抓药/配药
87552	1	執漏	修补/修整/修缮
87555	0	執手尾	收拾残局/善后/处理后续问题
87551	0	執笠	倒闭/关门/停业
87573	0	姪女	侄女
87578	3	窒	愣住/惊呆/震惊
87559	0	執字粒	捡字/排字
87557	0	執輸	错失机会/错过机会/落后于人
87558	0	執頭執尾	收拾残局/善后/打杂
87574	0	姪仔	侄子
87575	0	姪兒	侄子
87572	0	侄仔	侄子/侄儿
87599	1	洲	沙洲
87584	0	舟	船
87605	4	走	往返/来回/运输/办理
87600	0	揪	抓/逮捕
87607	0	走寶	错过/错失/错过机会
87609	0	走單	漏单/跑单
87610	0	走趯	跑腿/奔波
87613	0	走火警	火警逃生/火灾逃生
87620	0	走開	离开
87615	0	走雞	错过机会/错失良机
87617	0	走鬼	躲城管/跑路
87623	0	走漏眼	看漏/疏忽/遗漏
87639	0	酒辦/酒板	酒样/样品酒
87622	0	走甩	逃脱/逃掉/脱身
87630	0	走遍	周游
87640	0	酒保	调酒师
87625	0	走佬	跑路/逃跑/溜走/躲债
87654	0	咒	诅咒/咒骂
87657	0	奏	演奏/弹奏/吹奏
87648	0	酒凹/酒粒/酒𠱃	酒窝
87660	0	晝	白天/日间
87667	0	袖	袖子
87666	0	縐	皱/褶皱
87675	0	就快	快要/即将/马上
87662	0	皺	起皱/皱起
87694	0	姐手姐腳	笨手笨脚/慢手慢脚
87705	3	借	利用/借助
87697	1	者	个/位/名
87708	0	借機	趁机/借机会
87715	0	借尿遁/借水遁	借故离开/借机溜走
87719	0	借頭借路	找借口/借机/借题发挥
87721	0	蔗	甘蔗
87734	0	脊	脊椎/脊柱/脊梁
87732	0	炙	烤/炙烤
87731	0	即係話/唧係話/姐係話	也就是说/换句话说/意思是
87725	0	謝	凋谢/枯萎
87739	3	隻	艘/条
87743	0	精叻	精明能干/聪明能干
87744	1	井	矿井/竖井
87742	0	蓆/席	席子/竹席
87751	1	狙擊手	神枪手/冷静的预测者
87752	4	追	紧跟/追随
87768	0	追平	扳平
87773	0	追上	赶上
87784	0	嘴/咀	口
87776	0	追債	讨债/催债
87794	2	最多	大不了/顶多
87793	0	最低限度	至少
87798	1	最少	至少
87797	0	最優惠國	最惠国
87803	0	醉	喝醉
87811	0	敍	聚/聚会/叙旧
87812	0	敍舊	叙旧/话旧
87813	0	敍述	叙述/讲述
87828	0	聚	聚集/聚拢/集合
87832	1	聚腳	聚会/聚一聚/聚在一起
87814	0	敍事	叙事/叙述
87815	2	罪	苦难/痛苦/折磨
87840	0	墜機	飞机失事
87839	0	墜	掉/落
87846	0	樽頸	瓶颈
87860	0	準決賽	半决赛
87847	0	遵	遵守/遵从/遵循
87854	0	准	允许/准许/许可
87858	0	儘速	尽快/尽早/从速
87869	0	俊	帅/英俊/俊俏
87871	1	峻	严厉/严峻/严格
87906	0	盡地一煲/儘地一煲/盡地一鋪/儘地一鋪	孤注一掷/背水一战/破釜沉舟
87875	0	晉身	跻身/进入
87872	0	晉	晋升/提拔
87903	0	駿	骏马
87913	0	捽/揤	搓/擦/揉
87912	0	卒之	终于/最终
87877	0	竣	完成/结束
87914	0	之不過	不过/但是/然而
87844	0	榛	榛子
87920	0	之類	等等
87924	0	之上	以上
87922	0	之內	以内
87916	0	之間	中间
87919	0	之餘	之外
87917	0	之下	下面/下方
87921	0	之外	以外/除此之外
87926	1	之中	期间/过程中
87925	0	之際	之时/期间
87931	0	支持者	拥护者
87937	0	支行	分行
87946	0	吱	吱吱/叽叽
87940	0	支吾以對	支支吾吾/含糊其辞/吞吞吐吐
87948	0	吱吱斟/吱吱浸	窃窃私语/低声细语/交头接耳
87939	0	支路	匝道/辅路
87952	0	知醜	知羞/知耻
87949	0	枝/支	根/条
87954	0	知埞/知碇	懂事/识相/知趣
87964	0	知死	认错/知错/悔过
87974	0	芝士	奶酪
87968	0	肢	肢体/四肢
87973	0	芝麻綠豆	鸡毛蒜皮/微不足道/芝麻小事
87975	0	咨	咨询/询问
87976	0	姿	姿色/容貌/外貌/长相
87982	0	脂	脂肪/油脂
87980	0	姿整/支整	讲究/注重打扮/爱打扮
87985	0	滋	滋长/繁殖/生长
87988	0	滋悠/滋油	慢悠悠/慢条斯理
87995	0	資	资金/钱/款项
88014	0	子機	从机
88010	0	諮	咨询/请教
88025	0	止跌回穩	止跌企稳
88018	0	子母牀	母子床/双层床
88016	0	子宮頸癌	宫颈癌
88024	0	止跌回升	触底反弹
88027	0	止渴	解渴
88033	0	只/祇	仅/仅仅
88034	0	只不過	仅仅/只是
88029	1	止咳	解决问题/搞定/处理好
88041	0	只需/只須	只要
88043	0	只會	只会是
88039	0	只求	但愿
88045	0	旨在	目的在于
88046	0	址	地址/地点/位置
88047	0	姊	姐姐/姊姊
88044	1	旨	圣旨/谕旨/诏书
88067	0	指模/手指模	指纹
88087	0	紙皮	纸板/瓦楞纸
88092	0	趾	脚趾
88093	0	紫	紫色
88100	0	至得	才行/才可以
88111	0	志在	在乎/在意/重视
88105	0	志	志向/抱负/志愿
88106	0	志不在此	心不在此/另有志向
88114	1	致	导致/引起/致使
88130	0	致送	赠送/呈送/奉送
88129	0	致勝	制胜
88120	0	致歉	道歉
88088	0	紙皮石	马赛克/瓷砖片
88132	0	智	智慧/智力/才智
88138	0	智識	知识/智慧
88150	1	誌	叙述/记述/描述
88144	3	置	购置/购买/置办
88151	0	摯	诚挚/真挚/诚恳
88155	3	字	字体/笔迹/书法
88160	1	字型	字体/字形
88165	0	字粒	铅字/活字
88167	0	字數	字符数
88169	0	字頭	帮派/社团/堂口
88178	0	自爆	自曝
88185	0	自創	独创
88189	0	自瀆	自慰/手淫
88187	0	自忖	思考/思索/考虑
88183	0	自此	从此/自此以后
88191	0	自動波	自动挡/自动变速箱
88205	0	自由式	自由泳
88206	0	自以為	自认为
88228	0	自細	从小/自幼
88210	0	自認	承认/坦白/招认
88240	0	自選	自挑
88243	0	自衞	自卫
88263	0	伺服器	服务器
88265	0	治	惩罚/约束
88266	0	治病	治疗
88275	0	痔	痔疮
88277	0	稚	稚嫩/幼小/弱小
88255	0	自組	自发组织/自行组建
88280	0	飼	喂养/饲养
88283	1	即管	尽管/只管
88293	1	跡/蹟	事迹/功绩/业绩
88297	0	漬	污渍/污迹
88301	0	積犯	惯犯/累犯
88311	0	績分	积分
88307	0	積落	积攒/积累
88310	0	績	成绩/业绩/成果
88313	1	職	职位/职务/岗位
88327	2	夕	前夕/前夜
88354	0	直通	直达
88359	0	矽	硅
88330	0	直筆甩/掂筆甩	笔直/直挺挺
88344	0	直認	坦白承认/直接承认/坦承
88365	1	席	宴席/宴会
88376	1	殖	殖民
88369	1	寂	寂寞/孤寂
88366	0	席間	宴席间
88380	2	籍	籍贯/祖籍/原籍
88389	1	沾	碰/接触/沾染
88382	0	占	占卜/预测/卜算
88399	0	佔	占据
88409	0	漸趨	逐渐/渐渐/日趋
88426	0	剪	修剪
88438	0	墊褥	床垫/褥子
88412	1	煎	煎煮/熬煮
88443	0	箭咀/箭嘴	箭头
88442	1	箭靶	靶子/目标
88444	0	戰	战斗/战役/战争
88469	1	餞	保存/保留/腌制
88477	0	賤	卑鄙/下贱/无耻
88483	0	征	征伐/征服/征战
88478	0	賤價	低价/廉价
88479	0	賤格	下贱/卑鄙/无耻
88481	0	賤賣	甩卖/抛售
88488	1	貞	贞洁/贞节
88499	1	晶	水晶/晶体
88500	0	晶片	芯片/微芯片
88492	0	偵	侦查/侦察
88526	1	精神分裂	人格分裂
88503	0	睛	眼睛/眼
88512	0	精於	精通/擅长
88546	1	徵	征收/征缴/征用
88560	0	整定	注定/命定/天注定
88556	0	癥	症状/症候
88583	0	正如	正像/恰如
88595	0	正所謂	常言道/俗话说
88562	0	整蠱/整古	捉弄/戏弄/恶作剧/整人
88568	0	整色整水	装模作样/装腔作势/做作
88607	1	政	政务/事务
88610	0	政情	政局
88652	1	靜	安静/清静
88647	0	淨低/剩低	剩下/剩余
88648	0	淨係/剩係	只是/仅仅/只有
88634	0	證/証	证书/证件
88632	0	症	病/疾病
88657	0	靜英英/靜蠅蠅	静悄悄/冷冷清清
88655	0	靜雞雞	悄悄地/偷偷地
88669	0	jeep仔	吉普车/越野车
88670	3	接	替代/替换/顶替
88696	0	接線生	接线员/话务员
88707	0	接載	接送/搭载
88706	0	接掌	接管/接手/接任
88710	0	摺枱/摺檯	折叠桌
88709	0	摺櫈/摺凳	折叠椅/折叠凳
88711	0	摺袖	挽袖子/卷袖子
88714	0	折墮	遭报应/活该/倒霉/悲惨
88719	0	折現	变现
88728	0	哲	智慧/哲理/睿智
88731	0	浙醋	红醋
88770	0	招牌貨	镇店之宝
88784	0	朝頭早	早晨/清晨/早上
88786	0	朝早	早晨/早上/清晨
88733	0	節瓜/櫛瓜	毛瓜
88780	0	招積	嚣张/狂妄/自大/傲慢
88797	0	蕉	香蕉
88800	0	沼	湿地/沼泽
88798	0	礁	礁石/暗礁
88804	0	照計	按理/照理/按理说/照理说
88823	0	𡁻/噍	嚼/咀嚼
88818	0	召	召唤/召集/召见
88832	0	阻街	挡路/堵路
88830	0	阻	阻挡/阻碍/阻拦
88841	2	阻手阻腳	碍手碍脚/挡路/碍事
88834	0	阻嚇	威慑/震慑/吓阻
88837	0	阻慢	减慢/放缓/减速
88817	0	照住	照顾/关照/罩着
88842	0	阻頭阻勢	碍手碍脚/碍事/添麻烦
88850	0	助	帮助/协助/援助
88875	0	嗻	烦扰/纠缠/打扰
88879	0	雀仔	小鸟
88901	0	著時/着時	及时/适时
88882	0	爵	爵位
88887	0	嚼	咀嚼
88876	1	酌	斟酌/考虑/思量
88881	0	雀粟	鸟食/鸟粮
88911	0	將會	将要/即将
88922	1	彰	宣扬/宣告/宣布
88951	0	掌相	手相
88933	0	長大	成长
88953	0	掌政	执政/掌权
88966	0	仗	战斗/战争
88972	0	帳	帐篷/帷幕
88979	0	脹	膨胀/肿胀
88982	0	漲	膨胀/涨大
88981	0	脹大	膨胀
88985	0	障	障碍/阻挡/阻碍
88980	0	脹卜卜	鼓鼓的/胀鼓鼓的
88996	0	醬汁	酱料
88999	0	匠	工匠/匠人
89017	1	栽	教/教导/教育
89010	0	災	灾难/灾害
89020	1	宰	治理/管理/统治
89023	0	再	又/再次
89040	0	在學	在读/求学
89082	0	作夢	做梦
89065	0	作詞	填词
89064	0	作出	进行/实施
89048	0	在旁	旁边/身旁/在侧
89091	1	作狀	做作/装模作样/矫揉造作
89093	0	昨	昨天/昨日
89096	0	昨晚	昨夜
89103	3	莊	庄严/庄重/严肃
89114	0	裝嵌	组装/装配
89107	0	妝/粧	妆容
89121	0	樁	柱子/杆子
89125	0	髒	肮脏
89127	2	壯	壮实/健壮/强壮
89142	3	狀	诉状/投诉
89139	0	葬	埋葬/安葬
89147	3	撞	碰巧/巧合
89155	0	撞正	刚好碰到/正好撞见
89150	0	撞彩	碰运气/撞大运
89148	0	撞板	碰钉子/栽跟头/吃瘪
89153	0	撞啱	碰巧/刚好/恰好
89163	0	租客	承租人
89156	0	臟	内脏/脏器
89165	0	租值	租金价值/租赁价值
89161	0	租務	租赁事务/租赁业务
89162	0	租售	出租/租赁/出售
89166	0	遭	遭受/遭遇
89182	0	早瞓	早睡
89188	0	早排	前几天/前些天/前一阵子
89191	0	早泄	早射
89197	0	祖	祖先/祖宗
89206	0	組	套
89207	0	組別	类别/类型
89196	0	早走早着/早走早著	早走为妙/早点离开为好
89211	0	棗	红枣
89212	0	藻	藻类/水藻
89213	1	灶/竈	灶君
89216	6	做	给/准备
89218	0	做低	干掉/击败/打败
89219	0	做冬	过冬至/庆冬至
89224	2	做嘢	做爱/上床/发生关系
89227	0	做乜嘢	干嘛/干什么/怎么回事
89226	0	做乜	为什么/干嘛
89228	0	做咩	做什么/干嘛/干啥
89251	0	竹	竹子
89253	0	竹笙	竹荪
89263	0	足總	足协/足球协会
89245	0	造馬	造假/操纵比赛/暗箱操作
89265	4	捉	下棋/走棋
89267	0	捉伊人/捉依因/捉兒人	捉迷藏
89268	0	捉棋	下棋
89273	0	祝	祝愿/祝福/祈祷
89272	0	捉字蝨/捉字虱	咬文嚼字/抠字眼
89286	2	觸	触犯/冒犯/侵犯
89283	0	燭	蜡烛
89297	1	囑	嘱咐/嘱托
89281	0	粥水	稀粥/米汤
89282	0	築	建造/建筑/修建
89302	0	濁親/噈親/濁到/噈到	呛到
89306	0	俗諺	俗语/谚语
89303	0	俗	通俗/普通
89316	0	逐出	赶出/驱逐
89309	0	俗世	尘世/凡间/世俗
89313	0	族	种族/民族
89308	0	俗語有話	俗话说/常言道/俗话讲
89317	0	逐家逐户	挨家挨户
89328	0	鐲	手镯
89321	0	濁	浑浊/混浊
89322	0	續	继续/延续/接续
89325	0	續期	延期/延长
89323	1	續保	延长保释
89358	0	中期息	中期股息
89351	0	中譯	中文翻译
89363	0	中午飯	午饭/午餐
89403	0	蹱	摔倒/跌倒
89361	0	中文大學	香港中文大学
89402	0	盅	杯子/杯
89392	0	忠	忠诚/忠实/忠心
89385	0	中轉站	换乘站
89404	2	終	整/整个/全部
89418	1	舂/摏	捶/打/揍
89407	1	終端機	终端
89419	0	棕	棕色
89421	0	棕色	褐色
89433	1	鐘	门铃
89428	0	蹤/踪	踪迹/足迹/脚印
89439	0	腫	肿胀
89434	0	鐘數	时间/钟点/时刻
89452	0	總行	总部/总店
89485	0	眾	众人/大众/群众
89455	0	總係	总是/反正/终究
89454	0	總的來説	总体而言
89501	0	縱壞	宠坏/惯坏
89459	0	總站	终点站
89483	0	中招	中枪/遭殃/受害
89502	3	仲/重	还/还有/并且/而且
89507	0	仲係/重係	还是/仍然是
89516	0	誦	诵读/朗诵/朗读
89509	0	仲有/重有	还有/此外/另外
89514	1	頌	赞扬/赞美/称赞/颂扬
89518	1	朱古力/朱咕叻	巧克力
89523	0	珠	珠子
89527	0	蛛	蜘蛛
89529	1	誅	谴责/指责/声讨
89531	0	諸	各/所有/每
89525	0	珠胎暗結	暗结珠胎
89563	0	主婚人	证婚人
89556	0	主打歌	主题曲
89543	0	豬潲/豬餿	猪食/猪泔水
89546	0	豬雜/豬什	猪下水
89545	0	豬頭骨	鸡肋/烫手山芋
89602	1	煮	炖/熬
89589	0	主審	主审法官
89603	0	煮重米	火上浇油/落井下石/雪上加霜/趁火打劫
89606	1	煮飯仔	做饭/煮饭
89607	0	煮食	烹饪/做饭/烹调
89621	0	炷	支
89604	0	煮飯	做饭
89605	0	煮飯婆	家庭主妇
89622	0	蛀	蛀蚀
89626	0	註	注册/登记
89634	1	鑄	导致/造成/引发
89640	0	住屋	住房/住宅
89637	0	住客	住户/居民
89649	0	專登	特意/故意/特地
89657	0	專營	特许经营
89713	0	轉校	转学
89700	0	轉聲	变声
89726	0	拙	笨拙/拙劣/粗笨
89702	0	轉乘	换乘
89710	0	轉趨	逐渐转变/趋于/转向
89697	0	轉眼間	一转眼/一瞬间
89666	0	專線小巴	专线小公共汽车
89699	0	轉瞬間	刹那间/一瞬间/霎时间
89733	0	絕不	绝对不
89729	0	啜	吸/吮
89737	0	絕非	绝不是/绝对不是
89758	0	冰格	冷冻室/冷冻格/冷冻层
89763	0	北姑	北妹
89730	0	輟	停止/中止/中断
89734	0	絕塵而去	飞驰而去/疾驰而去
89762	0	好	喜欢/爱好/喜爱
89759	0	伏	陷阱/坑/反差/弱
89760	0	扯旗	勃起/硬了
89770	0	易過借火	易如反掌/轻而易举
89771	0	pair/啤	一对
89777	2	請	招聘/雇佣/聘请
89772	0	碌咭/碌卡	刷卡
89774	0	醜人	坏人/反派/恶人
89768	0	濕星	琐碎/鸡毛蒜皮/无关紧要
89776	0	擦鞋仔	马屁精/拍马屁的人/溜须拍马的人
89778	0	邊有咁大隻蛤乸隨街跳	哪有那么大的蛤蟆满街跳/天上不会掉馅饼
89782	0	肥毒矮柒窮	肥毒矮丑穷
89785	0	監人賴厚/監人乃後	强迫/逼迫
89780	0	鳩噏/鳩up/9up	胡说八道/瞎扯/乱讲
89783	1	卜卜脆/扑扑脆	青春靓丽/年轻有活力/水灵灵
89787	2	阿sir/阿蛇	护士先生/男护士
89786	0	低B	低能/幼稚/傻
89781	0	亂噏/亂up	胡说/瞎说/乱说/胡扯
89784	0	傻豬	傻瓜/笨蛋/小傻瓜
89796	0	杯	杯子
89797	0	叉燒餐包	叉烧面包
89799	0	踩單車/踹單車	骑自行车/骑车
89810	0	俾錢/畀錢	付钱/给钱
89817	0	繡品	刺绣
89815	0	請食飯	请吃饭/请客
89807	0	八達通咭/八達通卡	八达通
89821	0	粉果	潮州粉粿/潮州粉果
89816	0	出入口公司	进出口公司
89812	0	本地話	本地方言
89820	0	青年旅舍	青年旅馆
89822	0	水晶包	潮州甜馅包
89824	0	坐飛機	乘飞机
89829	0	沖涼房	浴室/洗澡间
89834	0	打功夫	练功夫/练武
89828	0	牀位寓所	床位公寓
89845	1	大圍	整体/宏观/全局
89857	0	德文	德语
89852	0	低	下
89851	0	搭船	乘船/坐船
